少年的你,,曾国祥,林咏琛,林咏琛,8.2,剧情,爱情,犯罪,中国大陆 ,汉语普通话,2019,135,陈念（周冬雨饰）是一名即将参加高考的高三学生，同校女生胡晓蝶（张艺凡饰）的跳楼自杀让她的生活陷入了困顿之中。胡晓蝶死后，陈念遭到了以魏莱（周也饰）为首的三人组的霸凌，魏莱虽然表面上看来是乖巧的优等生，实际上却心思毒辣，胡晓蝶的死和她有着千丝万缕的联系。  一次偶然中，陈念邂逅了名为小北（易烊千玺饰）的小混混，随着时间的推移，心心相惜的两人之间产生了真挚的感情。小北答应陈念在暗中保护她免受魏莱的欺凌，没想到这一决定引发了一连串的连锁反应。负责调查胡晓蝶死因的警官郑易（尹昉饰）隐隐察觉到校园里的古怪气氛，可他的调查却屡屡遭到校方的阻挠。,30166972,https://movie.douban.com/subject/30166972/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2572166063.jpg
我和我的祖国,,陈凯歌,文宁,文宁,7.6,剧情,,,中国大陆,汉语普通话,2019,155,七位导演分别取材新中国成立70周年以来，祖国经历的无数个历史性经典瞬间。讲述普通人与国家之间息息相关密不可分的动人故事。聚焦大时代大事件下，小人物和国家之间，看似遥远实则密切的关联，唤醒全球华人共同回忆。,32659890,https://movie.douban.com/subject/32659890/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567998580.jpg
八佰,,管虎,管虎,管虎,7.5,剧情,历史,战争,中国大陆,汉语普通话 ,2020,147,1937年淞沪会战的最后一役，“八百壮士”奉命坚守上海四行仓库，以少敌多顽强抵抗四天四夜。电影《八佰》由管虎导演，是亚洲首部全片使用IMAX摄影机拍摄的商业电影，将于2020年8月21日全国影院上映。,26754233,https://movie.douban.com/subject/26754233/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2615992304.jpg
我和我的家乡,,宁浩,刘吾驷,刘吾驷,7.0,剧情,喜剧,,中国大陆,汉语普通话,2020,153,电影《我和我的家乡》定档2020年国庆，延续《我和我的祖国》集体创作的方式，由张艺谋担当总监制，宁浩担任总导演，张一白担任总策划，宁浩、徐峥、陈思诚、闫非&彭大魔、邓超&俞白眉分别执导五个故事。,35051512,https://movie.douban.com/subject/35051512/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2620453443.jpg
驴得水,,周申,周申,周申,8.3,剧情,喜剧,,中国大陆,汉语普通话,2016,111,一群“品行不端”却怀揣教育梦想的大学教师，从大城市来到偏远乡村开办了一所小学校。学校待遇惨淡、生活艰苦，但老师们都自得其乐，每天嘻嘻哈哈打成一片。然而教育部特派员要来突击检查的消息打破了安宁，因为学校有一位“驴得水老师”隐藏着不可告人的秘密。就在所有人都担心丑事即将败露的时候，一个神奇天才的出现拯救了大家，然而谁能料到真正的麻烦才刚刚开始……,25921812,https://movie.douban.com/subject/25921812/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
无名之辈,,饶晓志,饶晓志,饶晓志,8.0,剧情,喜剧,,中国大陆,汉语普通话 ,2018,108,来自乡村的笨贼眼镜（章宇饰）和大头（潘斌龙饰）抢了一家手机店，慌乱之中逃进坐着轮椅的单身女子嘉旗（任素汐饰）的家中。嘉旗早已失去活着的欲望，她强横地要求俩笨贼杀死自己。另一边，某楼盘老板资金链断裂跑路，留下保安马先勇（陈建斌饰）与讨债者周旋。马曾经是立功无数的协警，可就在转正的关头因为一场车祸毁了原本看似美好的一切。不久前他挖到一把喷子，原本打算交给当初的警察好友立功，却发现喷子被换成了水枪。而成为了新闻的手机抢劫案，让马先勇意识到喷子正在劫匪的手上。  漫长的一天，所有与之相关的老老少少都在纠结煎熬。他们是渺小的无名之辈，却真真切切感受到来自命运的重压……,27110296,https://movie.douban.com/subject/27110296/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2539661066.jpg
末代皇帝,The Last Emperor,贝纳尔多·贝托鲁奇,贝纳尔多·贝托鲁奇,贝纳尔多·贝托鲁奇,9.3,剧情,传记,历史,英国 ,英语 ,1987,163,溥仪（尊龙饰）的一生在电影中娓娓道来。他从三岁起登基，年幼的眼光中只有大臣身上的一只蝈蝈，江山在他心中只是一个不明所以的名词。长大了，他以为可以变革，却被太监一把火烧了朝廷账本。他以为自己是大清江山的主人，却做了日本人的傀儡。  解放后，他坐上了从苏联回来的火车，身边是押送监视他的解放军。他猜测自己难逃一死，便躲在狭小的卫生间里，割脉自杀。然而他没有死在火车上，命运的嘲笑还在等着他。文革的风风雨雨，在他身上留下了斑斑伤痕。,1293172,https://movie.douban.com/subject/1293172/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg
一出好戏,,黄渤,黄渤,黄渤,7.1,剧情,喜剧,,中国大陆,汉语普通话,2018,134,马进欠下债务，与远房表弟小兴在底层社会摸爬滚打，习惯性的买彩票，企图一夜暴富，并迎娶自己的同事姗姗。一日，公司全体员工出海团建，途中，马进收到了彩票中头奖的信息，六千万！就在马进狂喜自己翻身的日子终于到来之际，一场突如其来的滔天巨浪打破了一切。苏醒过来的众人发现身处荒岛，丧失了一切与外界的联系……,26985127,https://movie.douban.com/subject/26985127/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2529571873.jpg
中国机长,,刘伟强,于勇敢,于勇敢,6.6,剧情,传记,灾难,中国大陆,汉语普通话 ,2019,111,根据2018年5月14日四川航空3U8633航班机组成功处置特情真实事件改编。机组执行航班任务时，在万米高空突遇驾驶舱风挡玻璃爆裂脱落、座舱释压的极端罕见险情，生死关头，他们临危不乱、果断应对、正确处置，确保了机上全部人员的生命安全，创造了世界民航史上的奇迹。,30295905,https://movie.douban.com/subject/30295905/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2568258113.jpg
悬崖之上,,张艺谋,全勇先,全勇先,7.6,剧情,动作,悬疑,中国大陆 ,汉语普通话 ,2021,120,上世纪三十年代，四位曾在苏联接受特训的共产党特工组成任务小队，回国执行代号为“乌特拉”的秘密行动。由于叛徒的出卖，他们从跳伞降落的第一刻起，就已置身于敌人布下的罗网之中。同志能否脱身，任务能否完成，雪一直下，立于“悬崖之上”的行动小组面临严峻考验。,32493124,https://movie.douban.com/subject/32493124/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2636475385.jpg
